"","nu_syn","PL_Index.x","X_band","Pivot_Energy.x","HR45","PLEC_Flux_Density","HR34","HR56","nuFnu_Band7","Flux_Band2","Flux_Band7","nuFnu_Band2","PLEC_Expfactor","Frac_Variability.x","HR67","Variability_Index.x","Flux_Band3","Npred","nuFnu_Band3","nuFnu_Band6","Flux_Band6","HR23","Flux_Band1","nuFnu_Band1","HS123","HS234","LP_beta.x","Energy_Flux100.x","Flux_Band4","LP_SigCurv","nuFnu_Band4","HR12","PLEC_SigCurv","HS345","HS456","Flux1000.x","nuFnu_Band5","Signif_Avg.x","Flux_Band5","nuFnu_syn","HS567","PLEC_Exp_Index","ASSOC_FGL","CLASS1","SpectrumType.y","CLASS","RA_Counterpart.y","DEC_Counterpart.y","SED_class","Source_Name","RAJ2000.x"
"13",20892960686080,2.21812558174133,0.091,1561.71752929688,0.069486714385101,2.26411012334282e-13,-0.0226015013433174,-0.583623182186731,1.15118526690383e-13,7.01493130250697e-09,2.35014286677215e-12,1.65005021365155e-12,0.00152867380529642,0.448783338069916,-0.351885421204951,45.4701995849609,1.24217092167811e-09,914.11474609375,8.31343620246588e-13,2.4012275457938e-13,1.02084452002771e-11,-0.329938191278092,2.09476724161162e-11,3.32693344681984e-15,1.32591378165968,-0.307336689934775,0.0353317186236382,5.40095052015133e-12,3.37809669126443e-10,0.762551784515381,7.94594967080953e-13,0.995975590381591,1.80734145641327,-0.0920882157284183,0.653109896571832,4.67760330469247e-10,9.1326880953535e-13,18.4595260620117,1.36458122579342e-10,3.04480160702447e-12,-0.23173776098178,0.666666686534882,"3FGL J0029.1-7045 ","bll","PowerLaw","bll",7.1731794,-70.7544244639,"LSP","4FGL J0029.0-7044",7.25089979171753
"14",43651581345792,2.36427736282349,0.055,1026.10876464844,-0.318460484464964,2.19281366610653e-13,-0.200606187851519,-0.440489301168317,1.12147955039308e-13,1.34625166570146e-09,2.41785627977387e-12,3.12230899772101e-13,0.000867247115820646,0.443072021007538,0.255421657501395,14.1119470596313,7.5600725679692e-10,391.044372558594,4.97541894836639e-13,6.65138584943388e-14,2.8678903869761e-12,0.228843196879781,7.15284143026906e-09,1.12950371711912e-12,-0.795710918422935,0.4294493847313,0.0909850597381592,2.09902906687931e-12,1.42836839578386e-10,0.965906023979187,3.31275913818818e-13,-0.566867721543154,0.579940974712372,0.117854296613445,0.122028816703353,1.64242994205033e-10,1.71243377008849e-13,7.377357006073,2.60201669238791e-11,2.43243923267467e-12,-0.695910958669712,0.666666686534882,"3FGL J0032.3-2852 ","bll","PowerLaw","bll",8.13790435833,-28.8223311722,"LSP","4FGL J0032.4-2849",8.10760021209717
"15",5754399490048,2.10296845436096,0.14,2421.60229492188,0.160598080786584,2.71451121942792e-14,0.126604297882435,-0.210607970247505,8.47346812665927e-17,5.38462547119978e-12,1.65392616780852e-15,1.28087951706881e-15,0.00484629301354289,0.515668034553528,-0.999033839221109,17.346118927002,2.22252466430817e-10,156.896270751953,1.50754571586614e-13,1.75320194017829e-13,7.37019820173934e-12,0.983150252026479,3.20827986399763e-08,5.11868802552384e-12,-1.9826499054264,0.856545954144045,0.258294850587845,1.31227103836173e-12,8.17481707326984e-11,1.64184951782227,1.94460251937492e-13,-0.999499653399923,1.67946898937225,-0.0339937829041491,0.371206051034089,1.17817686162702e-10,2.68870239657562e-13,4.43832302093506,3.9638650001228e-11,3.52099182058738e-13,0.788425868973604,0.666666686534882,"                  ","bll","PowerLaw","bll",8.94270992279053,-8.59834480285645,"LSP","4FGL J0035.8-0837",8.9576997756958
"16",63826347163648,2.02608418464661,0.053,2171.40185546875,0.19983259665836,9.43964077368929e-14,-0.172402137994349,-0.031222144863343,4.6151092929908e-13,2.57899945843576e-09,8.73492164016332e-12,6.18136130389052e-13,0.000479424925288185,0,-0.26258062057269,8.30455780029297,1.16098641811391e-09,489.486907958984,7.94642943027085e-13,7.9018096319633e-13,3.29680831245849e-11,0.124935891222705,1.69794223126019e-08,2.7172760569405e-12,-0.754285371483522,0.297338029217054,0.0215109214186668,4.6887884200264e-12,2.34035596458071e-10,0.576249361038208,5.60937906367298e-13,-0.629349480260817,1.08312797546387,-0.372234734652708,0.231054741521703,4.21256585170227e-10,8.41113474443073e-13,16.2376861572266,1.22888074716165e-10,5.85641723917923e-13,0.231358475709347,0.666666686534882,"3FGL J0038.0+0012 ","bll","PowerLaw","bll",9.535455025,0.226807130556,"LSP","4FGL J0038.1+0012",9.53940010070801
"17",19054607728640,1.92570066452026,0.023,5153.22265625,0.159364684754897,8.13063368531024e-15,-0.393617629064767,0.0682360378011586,6.20445155755794e-13,2.90973178884713e-09,1.12701766322165e-11,7.04354922911182e-13,-0.000285678455838934,0.451554954051971,0.239435016675914,16.4109172821045,7.98990984485215e-10,261.532470703125,5.53400153393419e-13,3.8072900409615e-13,1.5728141011806e-11,-0.12001920911445,3.5951158716685e-10,5.77639200577754e-14,0.968431512285576,0.273598419950317,-0.0749558061361313,2.48891337227553e-12,9.94726384595523e-11,1.69849956035614,2.40792086790564e-13,0.848412303171126,1.04150772094727,-0.552982313819664,0.0911286469537387,2.17541290536971e-10,3.32089119658291e-13,9.33174419403076,4.79465356306719e-11,5.79488713958742e-13,-0.171198978874755,0.666666686534882,"3FGL J0040.3+4049 ","bll","PowerLaw","bll",10.0575411875,40.8346463778,"LSP","4FGL J0040.3+4050",10.0988998413086
"18",22908676079616,2.21067404747009,0.266,1014.31903076172,-0.0871767487034017,1.62511107001939e-12,-0.084627091197697,-0.383114769974453,3.57644550910349e-13,1.39815083954886e-08,7.28048437509399e-12,3.29110805448452e-12,0.00159338896628469,0.415864884853363,-0.43080290870938,115.451965332031,4.24662838227619e-09,1966.63720703125,2.84458199183157e-12,8.99018760911613e-13,3.81927232895318e-11,-0.0727751987604144,4.22254275989076e-09,6.70826404407937e-13,0.734139407902095,0.0118518924372826,0.0572453923523426,1.4934728800875e-11,1.01987729372865e-09,2.53291845321655,2.40068988993647e-12,0.661364209141681,3.15497469902039,0.00254965750570467,0.295938021271052,1.29806398962984e-09,2.01568471115687e-12,36.9388160705566,3.00918179263476e-10,1.5301816888233e-12,0.0476881387349269,0.666666686534882,"3FGL J0049.7+0237 ","bll","PowerLaw","bll",12.4301497625,2.61771626944,"LSP","4FGL J0049.7+0237",12.4377002716064
"19",1862087081984,2.19545984268188,0.273,1974.42431640625,0.163421757861744,5.26032938995974e-14,-0.0595047972846312,-0.527129088154375,1.66558408078493e-17,3.25311888538238e-09,3.37080387719654e-16,7.66885470057654e-13,0.00344440992921591,0.302905708551407,-0.999689053135388,10.7911052703857,4.1759090629867e-10,265.962188720703,2.80215222770233e-13,1.07113164095774e-13,4.54372737351827e-12,-0.464778841825688,8.64138361561517e-12,1.37366350611104e-15,1.46120279971672,-0.405274044541057,0.232787266373634,1.91846755495662e-12,1.05515152171165e-10,1.22943091392517,2.48739857921024e-13,0.996423957891034,1.51601004600525,-0.222926555146375,0.69055084601612,1.6787447820743e-10,3.45920259667634e-13,5.66245603561401,5.15507879439436e-11,4.29716483750509e-13,0.472559964981013,0.666666686534882,"                  ","bll","PowerLaw","bll",14.2303930542,16.4203724917,"LSP","4FGL J0056.8+1626",14.2019996643066
"20",36307803832320,2.10806727409363,0.126,993.82958984375,-0.158234383376887,1.55117390286674e-12,0.0636074990333204,-0.190235328682159,7.83237610510988e-14,7.50943485172684e-09,2.20673761382184e-12,1.91628982647296e-12,0.00342274224385619,0.340640485286713,-0.881148218601968,66.1132354736328,3.1167606273641e-09,1554.4697265625,2.2073269861228e-12,1.23968359449361e-12,5.54932662322205e-11,0.0705781290736945,4.74421213425558e-09,7.86835115292039e-13,0.347254836665376,0.00697063004037402,0.14846758544445,1.08248089311647e-11,1.05169850606046e-09,5.45593643188477,2.507206681851e-12,0.41783296573907,5.65474891662598,0.221841882410208,0.0320009453052718,1.39537004173462e-09,1.82215310548517e-12,39.9495735168457,2.78714051837881e-10,2.18000248929096e-12,0.690912889919809,0.666666686534882,"3FGL J0058.0-3233 ","bll","LogParabola","bll",14.5092929833,-32.5724306389,"LSP","4FGL J0058.0-3233",14.5131998062134
"21",25118864572416,2.30416703224182,0.124,1082.83764648438,-0.13901689825994,5.48125509824277e-13,-0.065107781834304,-0.696218031828777,9.6513149848345e-14,8.5111118153236e-09,2.03531831145798e-12,1.98538472988286e-12,0.00215456262230873,0.797427117824554,-0.118939507747635,80.3095321655273,1.55662671641466e-09,989.85107421875,1.03151276582836e-12,1.2257089874318e-13,5.25447046983984e-12,-0.316176457904357,9.91193016552927e-10,1.56889380501825e-13,1.16970651762799,-0.251068676070053,0.0817260518670082,5.65856823203648e-12,3.8813621761058e-10,1.78119385242462,9.05404386446901e-13,0.853530059723634,2.00546884536743,0.0739091164256359,0.557201133568837,4.64906196873116e-10,6.84395357226919e-13,16.3548965454102,1.0328017607808e-10,4.20393494321436e-12,-0.577278524081141,0.666666686534882,"3FGL J0105.3+3928 ","bll","PowerLaw","bll",16.288315625,39.470923075,"LSP","4FGL J0105.1+3929",16.2912998199463
"22",22908676079616,2.35384917259216,NA,1693.76550292969,-0.230176377072027,7.27683701056553e-14,-0.149846352940384,0.255747035386538,2.27135172849176e-18,2.46566744799281e-09,4.8783697926809e-17,5.72424648914022e-13,0.00031148103880696,0.781673967838287,-0.999986764249738,34.4847297668457,6.67236155216244e-10,333.579742431641,4.39642734110374e-13,3.43212383426689e-13,1.47835632624549e-11,-0.131198689959606,1.59388405251981e-11,2.51792994955665e-15,1.12243979805588,0.0186476629807777,-0.0550532825291157,2.30706881550191e-12,1.40014722038728e-10,0.58438628911972,3.25055493589563e-13,0.991241108096278,0.198623239994049,0.0803300241316431,-0.485923412458565,1.82177106733405e-10,2.03414243999181e-13,7.02907609939575,3.0871732253912e-11,2.38898256645775e-13,1.25573379963628,0.666666686534882,"                  ","bll","PowerLaw","bll",16.869047164917,3.56350088119507,"LSP","4FGL J0107.4+0334",16.8507995605469
